seed,ft_task,task,perfection_gap_factor
initial,Counting,Forensic_Detection,-0.1566265060240965
initial,Functional_Correspondence,Visual_Similarity,0.17857142857142866
initial,Functional_Correspondence,Art_Style,-0.26666666666666683
initial,Functional_Correspondence,Visual_Correspondence,0.00847457627118648
initial,Functional_Correspondence,Relative_Depth,0.03636363636363661
initial,Functional_Correspondence,Relative_Reflectance,0.18085106382978727
initial,Functional_Correspondence,Spatial_Relation,-0.12499999999999968
initial,Functional_Correspondence,Jigsaw,0.012987012987012943
initial,Functional_Correspondence,Counting,0.07692307692307693
initial,Functional_Correspondence,Functional_Correspondence,-0.029702970297029733
initial,Functional_Correspondence,Semantic_Correspondence,0.020833333333333308
initial,Functional_Correspondence,Multi-view_Reasoning,0.07499999999999998
initial,Functional_Correspondence,Object_Localization,0.11290322580645168
initial,Functional_Correspondence,Forensic_Detection,-0.07228915662650605
initial,Semantic_Correspondence,Visual_Similarity,-0.07142857142857122
initial,Semantic_Correspondence,Art_Style,-0.13333333333333341
initial,Semantic_Correspondence,Visual_Correspondence,0.2796610169491526
initial,Semantic_Correspondence,Relative_Depth,0.23636363636363636
initial,Semantic_Correspondence,Relative_Reflectance,0.0957446808510639
initial,Semantic_Correspondence,Spatial_Relation,-0.1666666666666668
initial,Semantic_Correspondence,Jigsaw,0.09090909090909087
initial,Semantic_Correspondence,Counting,0.025641025641025494
initial,Semantic_Correspondence,Functional_Correspondence,0.12871287128712866
initial,Semantic_Correspondence,Semantic_Correspondence,0.12499999999999994
initial,Semantic_Correspondence,Multi-view_Reasoning,0.07499999999999998
initial,Semantic_Correspondence,Object_Localization,-0.1290322580645162
initial,Semantic_Correspondence,Forensic_Detection,-0.09638554216867473
initial,Multi-view_Reasoning,Visual_Similarity,0.14285714285714296
initial,Multi-view_Reasoning,Art_Style,-0.06666666666666662
initial,Multi-view_Reasoning,Visual_Correspondence,-0.06779661016949154
initial,Multi-view_Reasoning,Relative_Depth,0.07272727272727289
initial,Multi-view_Reasoning,Relative_Reflectance,-0.01063829787234036
initial,Multi-view_Reasoning,Spatial_Relation,-0.33333333333333276
initial,Multi-view_Reasoning,Jigsaw,0.05194805194805177
initial,Multi-view_Reasoning,Counting,-0.051282051282051426
initial,Multi-view_Reasoning,Functional_Correspondence,-0.0396039603960396
initial,Multi-view_Reasoning,Semantic_Correspondence,-0.010416666666666706
initial,Multi-view_Reasoning,Multi-view_Reasoning,0.13749999999999996
initial,Multi-view_Reasoning,Object_Localization,0.03225806451612905
initial,Multi-view_Reasoning,Forensic_Detection,-0.14457831325301215
initial,Object_Localization,Visual_Similarity,-0.232142857142857
initial,Object_Localization,Art_Style,0.0
initial,Object_Localization,Visual_Correspondence,-0.0423728813559322
initial,Object_Localization,Relative_Depth,-0.036363636363636286
initial,Object_Localization,Relative_Reflectance,0.1914893617021276
initial,Object_Localization,Spatial_Relation,-0.041666666666666276
initial,Object_Localization,Jigsaw,0.012987012987012943
initial,Object_Localization,Counting,-0.07692307692307693
initial,Object_Localization,Functional_Correspondence,0.07920792079207915
initial,Object_Localization,Semantic_Correspondence,-0.04166666666666677
initial,Object_Localization,Multi-view_Reasoning,0.07499999999999998
initial,Object_Localization,Object_Localization,0.09677419354838715
initial,Object_Localization,Forensic_Detection,-0.09638554216867473
initial,Forensic_Detection,Visual_Similarity,0.16071428571428598
initial,Forensic_Detection,Art_Style,-0.13333333333333341
initial,Forensic_Detection,Visual_Correspondence,-0.06779661016949154
initial,Forensic_Detection,Relative_Depth,0.14545454545454548
initial,Forensic_Detection,Relative_Reflectance,0.18085106382978727
initial,Forensic_Detection,Spatial_Relation,-0.1666666666666668
initial,Forensic_Detection,Jigsaw,-0.10389610389610396
initial,Forensic_Detection,Counting,-0.051282051282051426
initial,Forensic_Detection,Functional_Correspondence,0.059405940594059375
initial,Forensic_Detection,Semantic_Correspondence,0.07291666666666657
initial,Forensic_Detection,Multi-view_Reasoning,0.049999999999999954
initial,Forensic_Detection,Object_Localization,-0.016129032258064526
initial,Forensic_Detection,Forensic_Detection,0.5542168674698795
seed_0,Visual_Similarity,Visual_Similarity,0.7678571428571428
seed_0,Visual_Similarity,Art_Style,0.19999999999999984
seed_0,Visual_Similarity,Visual_Correspondence,0.13559322033898302
seed_0,Visual_Similarity,Relative_Depth,0.38181818181818183
seed_0,Visual_Similarity,Relative_Reflectance,0.2021276595744681
seed_0,Visual_Similarity,Spatial_Relation,-0.2083333333333331
seed_0,Visual_Similarity,Jigsaw,0.0779220779220778
seed_0,Visual_Similarity,Counting,-0.02564102564102593
seed_0,Visual_Similarity,Functional_Correspondence,-0.029702970297029733
seed_0,Visual_Similarity,Semantic_Correspondence,0.052083333333333266
seed_0,Visual_Similarity,Multi-view_Reasoning,0.06249999999999997
seed_0,Visual_Similarity,Object_Localization,-0.0645161290322581
seed_0,Visual_Similarity,Forensic_Detection,-0.07228915662650605
seed_0,Art_Style,Visual_Similarity,0.16071428571428598
seed_0,Art_Style,Art_Style,0.3333333333333335
seed_0,Art_Style,Visual_Correspondence,-0.05932203389830511
seed_0,Art_Style,Relative_Depth,0.3454545454545455
seed_0,Art_Style,Relative_Reflectance,0.17021276595744678
seed_0,Art_Style,Spatial_Relation,0.04166666666666712
seed_0,Art_Style,Jigsaw,-0.038961038961039106
seed_0,Art_Style,Counting,-0.10256410256410242
seed_0,Art_Style,Functional_Correspondence,-0.08910891089108913
seed_0,Art_Style,Semantic_Correspondence,0.0
seed_0,Art_Style,Multi-view_Reasoning,0.07499999999999998
seed_0,Art_Style,Object_Localization,-0.016129032258064526
seed_0,Art_Style,Forensic_Detection,0.09638554216867462
seed_0,Visual_Correspondence,Visual_Similarity,-0.21428571428571416
seed_0,Visual_Correspondence,Art_Style,-0.13333333333333341
seed_0,Visual_Correspondence,Visual_Correspondence,0.635593220338983
seed_0,Visual_Correspondence,Relative_Depth,0.20000000000000007
seed_0,Visual_Correspondence,Relative_Reflectance,0.17021276595744678
seed_0,Visual_Correspondence,Spatial_Relation,-0.24999999999999936
seed_0,Visual_Correspondence,Jigsaw,0.09090909090909087
seed_0,Visual_Correspondence,Counting,0.0
seed_0,Visual_Correspondence,Functional_Correspondence,0.009900990099009866
seed_0,Visual_Correspondence,Semantic_Correspondence,0.0
seed_0,Visual_Correspondence,Multi-view_Reasoning,0.07499999999999998
seed_0,Visual_Correspondence,Object_Localization,-0.1290322580645162
seed_0,Visual_Correspondence,Forensic_Detection,-0.13253012048192775
seed_0,Relative_Depth,Visual_Similarity,-0.08928571428571407
seed_0,Relative_Depth,Art_Style,-0.13333333333333341
seed_0,Relative_Depth,Visual_Correspondence,0.06779661016949148
seed_0,Relative_Depth,Relative_Depth,0.7999999999999999
seed_0,Relative_Depth,Relative_Reflectance,0.07446808510638307
seed_0,Relative_Depth,Spatial_Relation,-0.12499999999999968
seed_0,Relative_Depth,Jigsaw,-0.02597402597402602
seed_0,Relative_Depth,Counting,-0.10256410256410242
seed_0,Relative_Depth,Functional_Correspondence,0.019801980198019778
seed_0,Relative_Depth,Semantic_Correspondence,0.12499999999999994
seed_0,Relative_Depth,Multi-view_Reasoning,0.07499999999999998
seed_0,Relative_Depth,Object_Localization,-0.11290322580645168
seed_0,Relative_Depth,Forensic_Detection,-0.012048192771084341
seed_0,Relative_Reflectance,Visual_Similarity,0.07142857142857156
seed_0,Relative_Reflectance,Art_Style,0.06666666666666662
seed_0,Relative_Reflectance,Visual_Correspondence,0.16101694915254236
seed_0,Relative_Reflectance,Relative_Depth,0.3454545454545455
seed_0,Relative_Reflectance,Relative_Reflectance,0.22340425531914893
seed_0,Relative_Reflectance,Spatial_Relation,-0.24999999999999936
seed_0,Relative_Reflectance,Jigsaw,-0.05194805194805204
seed_0,Relative_Reflectance,Counting,-0.12820512820512836
seed_0,Relative_Reflectance,Functional_Correspondence,0.0
seed_0,Relative_Reflectance,Semantic_Correspondence,0.0
seed_0,Relative_Reflectance,Multi-view_Reasoning,0.07499999999999998
seed_0,Relative_Reflectance,Object_Localization,0.016129032258064526
seed_0,Relative_Reflectance,Forensic_Detection,-0.07228915662650605
seed_0,Spatial_Relation,Visual_Similarity,-0.1428571428571428
seed_0,Spatial_Relation,Art_Style,-0.13333333333333341
seed_0,Spatial_Relation,Visual_Correspondence,0.02542372881355929
seed_0,Spatial_Relation,Relative_Depth,0.3636363636363638
seed_0,Spatial_Relation,Relative_Reflectance,0.053191489361702156
seed_0,Spatial_Relation,Spatial_Relation,0.1666666666666668
seed_0,Spatial_Relation,Jigsaw,0.012987012987012943
seed_0,Spatial_Relation,Counting,-0.17948717948717935
seed_0,Spatial_Relation,Functional_Correspondence,-0.009900990099009912
seed_0,Spatial_Relation,Semantic_Correspondence,0.010416666666666602
seed_0,Spatial_Relation,Multi-view_Reasoning,0.07499999999999998
seed_0,Spatial_Relation,Object_Localization,-0.048387096774193436
seed_0,Spatial_Relation,Forensic_Detection,-0.18072289156626511
seed_0,Jigsaw,Visual_Similarity,0.30357142857142877
seed_0,Jigsaw,Art_Style,0.04444444444444429
seed_0,Jigsaw,Visual_Correspondence,0.09322033898305082
seed_0,Jigsaw,Relative_Depth,0.25454545454545463
seed_0,Jigsaw,Relative_Reflectance,0.14893617021276595
seed_0,Jigsaw,Spatial_Relation,-0.12499999999999968
seed_0,Jigsaw,Jigsaw,0.4415584415584417
seed_0,Jigsaw,Counting,-0.051282051282051426
seed_0,Jigsaw,Functional_Correspondence,0.009900990099009866
seed_0,Jigsaw,Semantic_Correspondence,-0.04166666666666677
seed_0,Jigsaw,Multi-view_Reasoning,0.049999999999999954
seed_0,Jigsaw,Object_Localization,0.048387096774193575
seed_0,Jigsaw,Forensic_Detection,-0.036144578313253024
seed_0,Counting,Visual_Similarity,0.19642857142857134
seed_0,Counting,Art_Style,0.0
seed_0,Counting,Visual_Correspondence,0.12711864406779663
seed_0,Counting,Relative_Depth,0.27272727272727265
seed_0,Counting,Relative_Reflectance,0.18085106382978727
seed_0,Counting,Spatial_Relation,-0.1666666666666668
seed_0,Counting,Jigsaw,0.012987012987012943
seed_0,Counting,Counting,-0.051282051282051426
seed_0,Counting,Functional_Correspondence,0.029702970297029688
seed_0,Counting,Semantic_Correspondence,-0.02083333333333336
seed_0,Counting,Multi-view_Reasoning,0.07499999999999998
seed_0,Counting,Object_Localization,-0.11290322580645168
seed_0,Counting,Forensic_Detection,-0.04819277108433748
seed_0,Functional_Correspondence,Visual_Similarity,0.01785714285714285
seed_0,Functional_Correspondence,Art_Style,-0.37777777777777793
seed_0,Functional_Correspondence,Visual_Correspondence,0.00847457627118648
seed_0,Functional_Correspondence,Relative_Depth,0.07272727272727289
seed_0,Functional_Correspondence,Relative_Reflectance,0.17021276595744678
seed_0,Functional_Correspondence,Spatial_Relation,-0.1666666666666668
seed_0,Functional_Correspondence,Jigsaw,0.03896103896103897
seed_0,Functional_Correspondence,Counting,0.07692307692307693
seed_0,Functional_Correspondence,Functional_Correspondence,-0.049504950495049514
seed_0,Functional_Correspondence,Semantic_Correspondence,-0.07291666666666673
seed_0,Functional_Correspondence,Multi-view_Reasoning,0.07499999999999998
seed_0,Functional_Correspondence,Object_Localization,0.09677419354838715
seed_0,Functional_Correspondence,Forensic_Detection,-0.012048192771084341
seed_0,Semantic_Correspondence,Visual_Similarity,-0.08928571428571407
seed_0,Semantic_Correspondence,Art_Style,-0.13333333333333341
seed_0,Semantic_Correspondence,Visual_Correspondence,0.1440677966101695
seed_0,Semantic_Correspondence,Relative_Depth,0.29090909090909095
seed_0,Semantic_Correspondence,Relative_Reflectance,0.18085106382978727
seed_0,Semantic_Correspondence,Spatial_Relation,-0.08333333333333255
seed_0,Semantic_Correspondence,Jigsaw,0.0779220779220778
seed_0,Semantic_Correspondence,Counting,0.025641025641025494
seed_0,Semantic_Correspondence,Functional_Correspondence,0.12871287128712866
seed_0,Semantic_Correspondence,Semantic_Correspondence,0.052083333333333266
seed_0,Semantic_Correspondence,Multi-view_Reasoning,0.07499999999999998
seed_0,Semantic_Correspondence,Object_Localization,-0.1290322580645162
seed_0,Semantic_Correspondence,Forensic_Detection,-0.09638554216867473
seed_0,Multi-view_Reasoning,Visual_Similarity,0.14285714285714296
seed_0,Multi-view_Reasoning,Art_Style,-0.08888888888888877
seed_0,Multi-view_Reasoning,Visual_Correspondence,-0.0423728813559322
seed_0,Multi-view_Reasoning,Relative_Depth,0.07272727272727289
seed_0,Multi-view_Reasoning,Relative_Reflectance,0.03191489361702133
seed_0,Multi-view_Reasoning,Spatial_Relation,-0.1666666666666668
seed_0,Multi-view_Reasoning,Jigsaw,-0.01298701298701308
seed_0,Multi-view_Reasoning,Counting,-0.10256410256410242
seed_0,Multi-view_Reasoning,Functional_Correspondence,-0.059405940594059424
seed_0,Multi-view_Reasoning,Semantic_Correspondence,-0.010416666666666706
seed_0,Multi-view_Reasoning,Multi-view_Reasoning,0.2375
seed_0,Multi-view_Reasoning,Object_Localization,0.016129032258064526
seed_0,Multi-view_Reasoning,Forensic_Detection,-0.18072289156626511
seed_0,Object_Localization,Visual_Similarity,-0.232142857142857
seed_0,Object_Localization,Art_Style,-0.06666666666666662
seed_0,Object_Localization,Visual_Correspondence,-0.05932203389830511
seed_0,Object_Localization,Relative_Depth,0.10909090909090918
seed_0,Object_Localization,Relative_Reflectance,0.18085106382978727
seed_0,Object_Localization,Spatial_Relation,-0.041666666666666276
seed_0,Object_Localization,Jigsaw,0.06493506493506485
seed_0,Object_Localization,Counting,-0.02564102564102593
seed_0,Object_Localization,Functional_Correspondence,0.029702970297029688
seed_0,Object_Localization,Semantic_Correspondence,-0.04166666666666677
seed_0,Object_Localization,Multi-view_Reasoning,0.07499999999999998
seed_0,Object_Localization,Object_Localization,-0.0645161290322581
seed_0,Object_Localization,Forensic_Detection,-0.13253012048192775
seed_0,Forensic_Detection,Visual_Similarity,0.30357142857142877
seed_0,Forensic_Detection,Art_Style,-0.22222222222222218
seed_0,Forensic_Detection,Visual_Correspondence,-0.05932203389830511
seed_0,Forensic_Detection,Relative_Depth,0.25454545454545463
seed_0,Forensic_Detection,Relative_Reflectance,0.11702127659574471
seed_0,Forensic_Detection,Spatial_Relation,-0.12499999999999968
seed_0,Forensic_Detection,Jigsaw,-0.07792207792207807
seed_0,Forensic_Detection,Counting,-0.02564102564102593
seed_0,Forensic_Detection,Functional_Correspondence,0.07920792079207915
seed_0,Forensic_Detection,Semantic_Correspondence,0.052083333333333266
seed_0,Forensic_Detection,Multi-view_Reasoning,0.049999999999999954
seed_0,Forensic_Detection,Object_Localization,-0.048387096774193436
seed_0,Forensic_Detection,Forensic_Detection,0.5301204819277108
seed_1,Visual_Similarity,Visual_Similarity,0.7321428571428571
seed_1,Visual_Similarity,Art_Style,0.11111111111111091
seed_1,Visual_Similarity,Visual_Correspondence,0.03389830508474577
seed_1,Visual_Similarity,Relative_Depth,0.3636363636363638
seed_1,Visual_Similarity,Relative_Reflectance,0.2127659574468085
seed_1,Visual_Similarity,Spatial_Relation,-0.12499999999999968
seed_1,Visual_Similarity,Jigsaw,0.09090909090909087
seed_1,Visual_Similarity,Counting,-0.10256410256410242
seed_1,Visual_Similarity,Functional_Correspondence,0.0
seed_1,Visual_Similarity,Semantic_Correspondence,0.041666666666666616
seed_1,Visual_Similarity,Multi-view_Reasoning,0.037499999999999936
seed_1,Visual_Similarity,Object_Localization,0.0
seed_1,Visual_Similarity,Forensic_Detection,-0.036144578313253024
seed_1,Art_Style,Visual_Similarity,0.21428571428571436
seed_1,Art_Style,Art_Style,0.31111111111111134
seed_1,Art_Style,Visual_Correspondence,-0.05084745762711863
seed_1,Art_Style,Relative_Depth,0.14545454545454548
seed_1,Art_Style,Relative_Reflectance,0.17021276595744678
seed_1,Art_Style,Spatial_Relation,-0.1666666666666668
seed_1,Art_Style,Jigsaw,-0.01298701298701308
seed_1,Art_Style,Counting,-0.051282051282051426
seed_1,Art_Style,Functional_Correspondence,-0.08910891089108913
seed_1,Art_Style,Semantic_Correspondence,-0.07291666666666673
seed_1,Art_Style,Multi-view_Reasoning,0.07499999999999998
seed_1,Art_Style,Object_Localization,-0.03225806451612905
seed_1,Art_Style,Forensic_Detection,0.07228915662650605
seed_1,Visual_Correspondence,Visual_Similarity,-0.16071428571428564
seed_1,Visual_Correspondence,Art_Style,-0.15555555555555556
seed_1,Visual_Correspondence,Visual_Correspondence,0.41525423728813554
seed_1,Visual_Correspondence,Relative_Depth,0.10909090909090918
seed_1,Visual_Correspondence,Relative_Reflectance,0.15957446808510645
seed_1,Visual_Correspondence,Spatial_Relation,-0.12499999999999968
seed_1,Visual_Correspondence,Jigsaw,0.09090909090909087
seed_1,Visual_Correspondence,Counting,-0.07692307692307693
seed_1,Visual_Correspondence,Functional_Correspondence,0.029702970297029688
seed_1,Visual_Correspondence,Semantic_Correspondence,0.031249999999999962
seed_1,Visual_Correspondence,Multi-view_Reasoning,0.07499999999999998
seed_1,Visual_Correspondence,Object_Localization,-0.09677419354838715
seed_1,Visual_Correspondence,Forensic_Detection,-0.10843373493975907
seed_1,Relative_Depth,Visual_Similarity,0.01785714285714285
seed_1,Relative_Depth,Art_Style,-0.08888888888888877
seed_1,Relative_Depth,Visual_Correspondence,0.03389830508474577
seed_1,Relative_Depth,Relative_Depth,0.8363636363636362
seed_1,Relative_Depth,Relative_Reflectance,0.0957446808510639
seed_1,Relative_Depth,Spatial_Relation,-0.12499999999999968
seed_1,Relative_Depth,Jigsaw,-0.038961038961039106
seed_1,Relative_Depth,Counting,-0.12820512820512836
seed_1,Relative_Depth,Functional_Correspondence,0.059405940594059375
seed_1,Relative_Depth,Semantic_Correspondence,0.10416666666666664
seed_1,Relative_Depth,Multi-view_Reasoning,0.07499999999999998
seed_1,Relative_Depth,Object_Localization,-0.03225806451612905
seed_1,Relative_Depth,Forensic_Detection,-0.036144578313253024
seed_1,Relative_Reflectance,Visual_Similarity,0.12500000000000028
seed_1,Relative_Reflectance,Art_Style,0.06666666666666662
seed_1,Relative_Reflectance,Visual_Correspondence,0.11864406779661016
seed_1,Relative_Reflectance,Relative_Depth,0.29090909090909095
seed_1,Relative_Reflectance,Relative_Reflectance,0.2021276595744681
seed_1,Relative_Reflectance,Spatial_Relation,-0.2083333333333331
seed_1,Relative_Reflectance,Jigsaw,-0.01298701298701308
seed_1,Relative_Reflectance,Counting,-0.10256410256410242
seed_1,Relative_Reflectance,Functional_Correspondence,0.019801980198019778
seed_1,Relative_Reflectance,Semantic_Correspondence,-0.010416666666666706
seed_1,Relative_Reflectance,Multi-view_Reasoning,0.07499999999999998
seed_1,Relative_Reflectance,Object_Localization,-0.048387096774193436
seed_1,Relative_Reflectance,Forensic_Detection,-0.07228915662650605
seed_1,Spatial_Relation,Visual_Similarity,-0.053571428571428374
seed_1,Spatial_Relation,Art_Style,-0.15555555555555556
seed_1,Spatial_Relation,Visual_Correspondence,0.01694915254237291
seed_1,Spatial_Relation,Relative_Depth,0.30909090909090925
seed_1,Spatial_Relation,Relative_Reflectance,0.07446808510638307
seed_1,Spatial_Relation,Spatial_Relation,0.1666666666666668
seed_1,Spatial_Relation,Jigsaw,-0.038961038961039106
seed_1,Spatial_Relation,Counting,-0.17948717948717935
seed_1,Spatial_Relation,Functional_Correspondence,-0.019801980198019823
seed_1,Spatial_Relation,Semantic_Correspondence,0.041666666666666616
seed_1,Spatial_Relation,Multi-view_Reasoning,0.07499999999999998
seed_1,Spatial_Relation,Object_Localization,0.0
seed_1,Spatial_Relation,Forensic_Detection,-0.1566265060240965
seed_1,Jigsaw,Visual_Similarity,0.48214285714285726
seed_1,Jigsaw,Art_Style,0.04444444444444429
seed_1,Jigsaw,Visual_Correspondence,0.05084745762711863
seed_1,Jigsaw,Relative_Depth,0.20000000000000007
seed_1,Jigsaw,Relative_Reflectance,0.17021276595744678
seed_1,Jigsaw,Spatial_Relation,0.0
seed_1,Jigsaw,Jigsaw,0.40259740259740273
seed_1,Jigsaw,Counting,-0.07692307692307693
seed_1,Jigsaw,Functional_Correspondence,0.0
seed_1,Jigsaw,Semantic_Correspondence,-0.06250000000000003
seed_1,Jigsaw,Multi-view_Reasoning,0.049999999999999954
seed_1,Jigsaw,Object_Localization,0.0
seed_1,Jigsaw,Forensic_Detection,-0.036144578313253024
seed_1,Counting,Visual_Similarity,0.12500000000000028
seed_1,Counting,Art_Style,-0.044444444444444474
seed_1,Counting,Visual_Correspondence,0.12711864406779663
seed_1,Counting,Relative_Depth,0.38181818181818183
seed_1,Counting,Relative_Reflectance,0.18085106382978727
seed_1,Counting,Spatial_Relation,-0.12499999999999968
seed_1,Counting,Jigsaw,-0.038961038961039106
seed_1,Counting,Counting,-0.15384615384615385
seed_1,Counting,Functional_Correspondence,0.029702970297029688
seed_1,Counting,Semantic_Correspondence,0.020833333333333308
seed_1,Counting,Multi-view_Reasoning,0.07499999999999998
seed_1,Counting,Object_Localization,-0.08064516129032262
seed_1,Counting,Forensic_Detection,-0.06024096385542182
seed_1,Functional_Correspondence,Visual_Similarity,0.10714285714285726
seed_1,Functional_Correspondence,Art_Style,-0.13333333333333341
seed_1,Functional_Correspondence,Visual_Correspondence,-0.08474576271186435
seed_1,Functional_Correspondence,Relative_Depth,0.05454545454545475
seed_1,Functional_Correspondence,Relative_Reflectance,0.08510638297872339
seed_1,Functional_Correspondence,Spatial_Relation,-0.24999999999999936
seed_1,Functional_Correspondence,Jigsaw,0.025974025974025886
seed_1,Functional_Correspondence,Counting,-0.02564102564102593
seed_1,Functional_Correspondence,Functional_Correspondence,0.0
seed_1,Functional_Correspondence,Semantic_Correspondence,-0.09375000000000004
seed_1,Functional_Correspondence,Multi-view_Reasoning,0.07499999999999998
seed_1,Functional_Correspondence,Object_Localization,0.11290322580645168
seed_1,Functional_Correspondence,Forensic_Detection,0.02409638554216857
seed_1,Semantic_Correspondence,Visual_Similarity,-0.10714285714285691
seed_1,Semantic_Correspondence,Art_Style,-0.13333333333333341
