seed,ft_task,task,perfection_gap_factor
initial,Jigsaw,Relative_Depth,0.33333333333333315
initial,Jigsaw,Relative_Reflectance,0.2127659574468085
initial,Jigsaw,Spatial_Relation,0.2222222222222217
initial,Jigsaw,Jigsaw,0.6101694915254238
initial,Jigsaw,Counting,0.10256410256410285
initial,Jigsaw,Functional_Correspondence,0.1
initial,Jigsaw,Semantic_Correspondence,-0.16901408450704233
initial,Jigsaw,Multi-view_Reasoning,-0.18309859154929575
initial,Jigsaw,Object_Localization,-0.1399999999999999
initial,Jigsaw,Forensic_Detection,-0.23684210526315827
initial,Counting,Visual_Similarity,0.6599999999999999
initial,Counting,Art_Style,0.45762711864406774
initial,Counting,Visual_Correspondence,0.37499999999999967
initial,Counting,Relative_Depth,0.24999999999999975
initial,Counting,Relative_Reflectance,0.08510638297872339
initial,Counting,Spatial_Relation,0.185185185185185
initial,Counting,Jigsaw,0.2203389830508476
initial,Counting,Counting,0.12820512820512836
initial,Counting,Functional_Correspondence,-0.022222222222222195
initial,Counting,Semantic_Correspondence,0.0
initial,Counting,Multi-view_Reasoning,-0.01408450704225354
initial,Counting,Object_Localization,-0.1399999999999999
initial,Counting,Forensic_Detection,0.10526315789473689
initial,Functional_Correspondence,Visual_Similarity,0.58
initial,Functional_Correspondence,Art_Style,0.47457627118644086
initial,Functional_Correspondence,Visual_Correspondence,0.32500000000000007
initial,Functional_Correspondence,Relative_Depth,0.33333333333333315
initial,Functional_Correspondence,Relative_Reflectance,0.1914893617021276
initial,Functional_Correspondence,Spatial_Relation,0.11111111111111086
initial,Functional_Correspondence,Jigsaw,0.13559322033898294
initial,Functional_Correspondence,Counting,0.0
initial,Functional_Correspondence,Functional_Correspondence,0.011111111111111072
initial,Functional_Correspondence,Semantic_Correspondence,-0.21126760563380284
initial,Functional_Correspondence,Multi-view_Reasoning,-0.028169014084506946
initial,Functional_Correspondence,Object_Localization,-0.09999999999999988
initial,Functional_Correspondence,Forensic_Detection,-0.13157894736842135
initial,Semantic_Correspondence,Visual_Similarity,0.6400000000000001
initial,Semantic_Correspondence,Art_Style,0.5932203389830508
initial,Semantic_Correspondence,Visual_Correspondence,0.6249999999999997
initial,Semantic_Correspondence,Relative_Depth,0.16666666666666682
initial,Semantic_Correspondence,Relative_Reflectance,0.03191489361702133
initial,Semantic_Correspondence,Spatial_Relation,0.185185185185185
initial,Semantic_Correspondence,Jigsaw,0.11864406779660994
initial,Semantic_Correspondence,Counting,0.07692307692307693
initial,Semantic_Correspondence,Functional_Correspondence,0.16666666666666666
initial,Semantic_Correspondence,Semantic_Correspondence,0.11267605633802817
initial,Semantic_Correspondence,Multi-view_Reasoning,-0.07042253521126757
initial,Semantic_Correspondence,Object_Localization,-0.2999999999999998
initial,Semantic_Correspondence,Forensic_Detection,-0.13157894736842135
initial,Multi-view_Reasoning,Visual_Similarity,0.5599999999999998
initial,Multi-view_Reasoning,Art_Style,0.5254237288135593
initial,Multi-view_Reasoning,Visual_Correspondence,0.25
initial,Multi-view_Reasoning,Relative_Depth,0.33333333333333315
initial,Multi-view_Reasoning,Relative_Reflectance,0.10638297872340431
initial,Multi-view_Reasoning,Spatial_Relation,0.2222222222222217
initial,Multi-view_Reasoning,Jigsaw,0.11864406779660994
initial,Multi-view_Reasoning,Counting,0.07692307692307693
initial,Multi-view_Reasoning,Functional_Correspondence,0.0666666666666667
initial,Multi-view_Reasoning,Semantic_Correspondence,-0.014084507042253504
initial,Multi-view_Reasoning,Multi-view_Reasoning,0.19718309859154928
initial,Multi-view_Reasoning,Object_Localization,-0.08000000000000004
initial,Multi-view_Reasoning,Forensic_Detection,-0.07894736842105292
initial,Object_Localization,Visual_Similarity,0.5599999999999998
initial,Object_Localization,Art_Style,0.5254237288135593
initial,Object_Localization,Visual_Correspondence,0.25
initial,Object_Localization,Relative_Depth,0.3055555555555552
initial,Object_Localization,Relative_Reflectance,0.23404255319148934
initial,Object_Localization,Spatial_Relation,0.1481481481481483
initial,Object_Localization,Jigsaw,0.033898305084745645
initial,Object_Localization,Counting,0.025641025641025494
initial,Object_Localization,Functional_Correspondence,0.011111111111111072
initial,Object_Localization,Semantic_Correspondence,-0.014084507042253504
initial,Object_Localization,Multi-view_Reasoning,-0.09859154929577464
initial,Object_Localization,Object_Localization,-0.15999999999999992
initial,Object_Localization,Forensic_Detection,0.026315789473683977
initial,Forensic_Detection,Visual_Similarity,0.62
initial,Forensic_Detection,Art_Style,0.49152542372881364
initial,Forensic_Detection,Visual_Correspondence,0.22500000000000017
initial,Forensic_Detection,Relative_Depth,0.1111111111111109
initial,Forensic_Detection,Relative_Reflectance,0.2021276595744681
initial,Forensic_Detection,Spatial_Relation,0.185185185185185
initial,Forensic_Detection,Jigsaw,0.05084745762711865
initial,Forensic_Detection,Counting,0.051282051282051426
initial,Forensic_Detection,Functional_Correspondence,0.0
initial,Forensic_Detection,Semantic_Correspondence,-0.04225352112676065
initial,Forensic_Detection,Multi-view_Reasoning,-0.042253521126760486
initial,Forensic_Detection,Object_Localization,-0.19999999999999993
initial,Forensic_Detection,Forensic_Detection,0.526315789473684
seed_0,Visual_Similarity,Visual_Similarity,0.9230769230769231
seed_0,Visual_Similarity,Art_Style,0.406779661016949
seed_0,Visual_Similarity,Visual_Correspondence,0.2564102564102559
seed_0,Visual_Similarity,Relative_Depth,0.33333333333333315
seed_0,Visual_Similarity,Relative_Reflectance,0.2127659574468085
seed_0,Visual_Similarity,Spatial_Relation,0.1538461538461533
seed_0,Visual_Similarity,Jigsaw,0.1754385964912282
seed_0,Visual_Similarity,Counting,0.025641025641025494
seed_0,Visual_Similarity,Functional_Correspondence,0.07777777777777777
seed_0,Visual_Similarity,Semantic_Correspondence,-0.11267605633802817
seed_0,Visual_Similarity,Multi-view_Reasoning,-0.18309859154929575
seed_0,Visual_Similarity,Object_Localization,-0.07692307692307679
seed_0,Visual_Similarity,Forensic_Detection,-0.3157894736842107
seed_0,Art_Style,Visual_Similarity,0.5769230769230768
seed_0,Art_Style,Art_Style,0.5932203389830508
seed_0,Art_Style,Visual_Correspondence,0.282051282051282
seed_0,Art_Style,Relative_Depth,0.16666666666666682
seed_0,Art_Style,Relative_Reflectance,0.2021276595744681
seed_0,Art_Style,Spatial_Relation,0.07692307692307626
seed_0,Art_Style,Jigsaw,0.24561403508771953
seed_0,Art_Style,Counting,0.025641025641025494
seed_0,Art_Style,Functional_Correspondence,0.044444444444444446
seed_0,Art_Style,Semantic_Correspondence,-0.056338028169014016
seed_0,Art_Style,Multi-view_Reasoning,-0.042253521126760486
seed_0,Art_Style,Object_Localization,-0.13461538461538453
seed_0,Art_Style,Forensic_Detection,0.07894736842105242
seed_0,Visual_Correspondence,Visual_Similarity,0.5769230769230768
seed_0,Visual_Correspondence,Art_Style,0.49152542372881364
seed_0,Visual_Correspondence,Visual_Correspondence,0.564102564102564
seed_0,Visual_Correspondence,Relative_Depth,0.4166666666666666
seed_0,Visual_Correspondence,Relative_Reflectance,0.2127659574468085
seed_0,Visual_Correspondence,Spatial_Relation,0.23076923076923034
seed_0,Visual_Correspondence,Jigsaw,0.15789473684210525
seed_0,Visual_Correspondence,Counting,0.025641025641025494
seed_0,Visual_Correspondence,Functional_Correspondence,0.12222222222222226
seed_0,Visual_Correspondence,Semantic_Correspondence,-0.056338028169014016
seed_0,Visual_Correspondence,Multi-view_Reasoning,-0.05633802816901402
seed_0,Visual_Correspondence,Object_Localization,-0.19230769230769224
seed_0,Visual_Correspondence,Forensic_Detection,-0.07894736842105292
seed_0,Relative_Depth,Visual_Similarity,0.5576923076923077
seed_0,Relative_Depth,Art_Style,0.49152542372881364
seed_0,Relative_Depth,Visual_Correspondence,0.35897435897435837
seed_0,Relative_Depth,Relative_Depth,0.7499999999999998
seed_0,Relative_Depth,Relative_Reflectance,0.36170212765957444
seed_0,Relative_Depth,Spatial_Relation,0.11538461538461517
seed_0,Relative_Depth,Jigsaw,0.1754385964912282
seed_0,Relative_Depth,Counting,0.07692307692307693
seed_0,Relative_Depth,Functional_Correspondence,0.08888888888888893
seed_0,Relative_Depth,Semantic_Correspondence,-0.028169014084507147
seed_0,Relative_Depth,Multi-view_Reasoning,-0.1267605633802816
seed_0,Relative_Depth,Object_Localization,-0.28846153846153844
seed_0,Relative_Depth,Forensic_Detection,-0.02631578947368447
seed_0,Relative_Reflectance,Visual_Similarity,0.653846153846154
seed_0,Relative_Reflectance,Art_Style,0.47457627118644086
seed_0,Relative_Reflectance,Visual_Correspondence,0.35897435897435837
seed_0,Relative_Reflectance,Relative_Depth,0.24999999999999975
seed_0,Relative_Reflectance,Relative_Reflectance,0.35106382978723405
seed_0,Relative_Reflectance,Spatial_Relation,0.11538461538461517
seed_0,Relative_Reflectance,Jigsaw,0.15789473684210525
seed_0,Relative_Reflectance,Counting,0.07692307692307693
seed_0,Relative_Reflectance,Functional_Correspondence,0.03333333333333327
seed_0,Relative_Reflectance,Semantic_Correspondence,0.0
seed_0,Relative_Reflectance,Multi-view_Reasoning,-0.05633802816901402
seed_0,Relative_Reflectance,Object_Localization,-0.21153846153846148
seed_0,Relative_Reflectance,Forensic_Detection,-0.13157894736842135
seed_0,Spatial_Relation,Visual_Similarity,0.6153846153846155
seed_0,Spatial_Relation,Art_Style,0.5084745762711865
seed_0,Spatial_Relation,Visual_Correspondence,0.20512820512820495
seed_0,Spatial_Relation,Relative_Depth,0.22222222222222227
seed_0,Spatial_Relation,Relative_Reflectance,0.22340425531914893
seed_0,Spatial_Relation,Spatial_Relation,0.3846153846153844
seed_0,Spatial_Relation,Jigsaw,0.14035087719298234
seed_0,Spatial_Relation,Counting,0.12820512820512836
seed_0,Spatial_Relation,Functional_Correspondence,0.13333333333333333
seed_0,Spatial_Relation,Semantic_Correspondence,0.056338028169014016
seed_0,Spatial_Relation,Multi-view_Reasoning,-0.028169014084506946
seed_0,Spatial_Relation,Object_Localization,-0.15384615384615374
seed_0,Spatial_Relation,Forensic_Detection,-0.07894736842105292
seed_0,Jigsaw,Visual_Similarity,0.653846153846154
seed_0,Jigsaw,Art_Style,0.45762711864406774
seed_0,Jigsaw,Visual_Correspondence,0.1538461538461534
seed_0,Jigsaw,Relative_Depth,0.33333333333333315
seed_0,Jigsaw,Relative_Reflectance,0.1914893617021276
seed_0,Jigsaw,Spatial_Relation,0.1538461538461533
seed_0,Jigsaw,Jigsaw,0.5964912280701755
seed_0,Jigsaw,Counting,0.12820512820512836
seed_0,Jigsaw,Functional_Correspondence,0.1
seed_0,Jigsaw,Semantic_Correspondence,-0.1549295774647888
seed_0,Jigsaw,Multi-view_Reasoning,-0.15492957746478866
seed_0,Jigsaw,Object_Localization,-0.13461538461538453
seed_0,Jigsaw,Forensic_Detection,-0.3421052631578949
seed_0,Counting,Visual_Similarity,0.6923076923076924
seed_0,Counting,Art_Style,0.4406779661016949
seed_0,Counting,Visual_Correspondence,0.38461538461538447
seed_0,Counting,Relative_Depth,0.27777777777777773
seed_0,Counting,Relative_Reflectance,0.2127659574468085
seed_0,Counting,Spatial_Relation,0.19230769230769143
seed_0,Counting,Jigsaw,0.15789473684210525
seed_0,Counting,Counting,0.10256410256410285
seed_0,Counting,Functional_Correspondence,0.03333333333333327
seed_0,Counting,Semantic_Correspondence,-0.056338028169014016
seed_0,Counting,Multi-view_Reasoning,-0.08450704225352111
seed_0,Counting,Object_Localization,-0.11538461538461528
seed_0,Counting,Forensic_Detection,0.10526315789473689
seed_0,Functional_Correspondence,Visual_Similarity,0.5576923076923077
seed_0,Functional_Correspondence,Art_Style,0.47457627118644086
seed_0,Functional_Correspondence,Visual_Correspondence,0.23076923076923042
seed_0,Functional_Correspondence,Relative_Depth,0.3055555555555552
seed_0,Functional_Correspondence,Relative_Reflectance,0.1914893617021276
seed_0,Functional_Correspondence,Spatial_Relation,0.03846153846153813
seed_0,Functional_Correspondence,Jigsaw,0.03508771929824549
seed_0,Functional_Correspondence,Counting,0.051282051282051426
seed_0,Functional_Correspondence,Functional_Correspondence,-0.011111111111111124
seed_0,Functional_Correspondence,Semantic_Correspondence,-0.22535211267605634
seed_0,Functional_Correspondence,Multi-view_Reasoning,-0.01408450704225354
seed_0,Functional_Correspondence,Object_Localization,-0.07692307692307679
seed_0,Functional_Correspondence,Forensic_Detection,-0.052631578947368446
seed_0,Semantic_Correspondence,Visual_Similarity,0.6923076923076924
seed_0,Semantic_Correspondence,Art_Style,0.5254237288135593
seed_0,Semantic_Correspondence,Visual_Correspondence,0.5897435897435894
seed_0,Semantic_Correspondence,Relative_Depth,0.1111111111111109
seed_0,Semantic_Correspondence,Relative_Reflectance,0.2765957446808511
seed_0,Semantic_Correspondence,Spatial_Relation,0.11538461538461517
seed_0,Semantic_Correspondence,Jigsaw,0.03508771929824549
seed_0,Semantic_Correspondence,Counting,0.10256410256410285
seed_0,Semantic_Correspondence,Functional_Correspondence,0.16666666666666666
seed_0,Semantic_Correspondence,Semantic_Correspondence,0.12676056338028166
seed_0,Semantic_Correspondence,Multi-view_Reasoning,-0.042253521126760486
seed_0,Semantic_Correspondence,Object_Localization,-0.24999999999999978
seed_0,Semantic_Correspondence,Forensic_Detection,-0.15789473684210584
seed_0,Multi-view_Reasoning,Visual_Similarity,0.5576923076923077
seed_0,Multi-view_Reasoning,Art_Style,0.49152542372881364
seed_0,Multi-view_Reasoning,Visual_Correspondence,0.282051282051282
seed_0,Multi-view_Reasoning,Relative_Depth,0.3888888888888891
seed_0,Multi-view_Reasoning,Relative_Reflectance,0.22340425531914893
seed_0,Multi-view_Reasoning,Spatial_Relation,0.19230769230769143
seed_0,Multi-view_Reasoning,Jigsaw,0.10526315789473684
seed_0,Multi-view_Reasoning,Counting,0.10256410256410285
seed_0,Multi-view_Reasoning,Functional_Correspondence,0.07777777777777777
seed_0,Multi-view_Reasoning,Semantic_Correspondence,-0.014084507042253504
seed_0,Multi-view_Reasoning,Multi-view_Reasoning,0.12676056338028185
seed_0,Multi-view_Reasoning,Object_Localization,-0.01923076923076924
seed_0,Multi-view_Reasoning,Forensic_Detection,-0.13157894736842135
seed_0,Object_Localization,Visual_Similarity,0.5576923076923077
seed_0,Object_Localization,Art_Style,0.4406779661016949
seed_0,Object_Localization,Visual_Correspondence,0.23076923076923042
seed_0,Object_Localization,Relative_Depth,0.22222222222222227
seed_0,Object_Localization,Relative_Reflectance,0.24468085106382984
seed_0,Object_Localization,Spatial_Relation,0.1538461538461533
seed_0,Object_Localization,Jigsaw,-0.01754385964912293
seed_0,Object_Localization,Counting,0.0
seed_0,Object_Localization,Functional_Correspondence,0.044444444444444446
seed_0,Object_Localization,Semantic_Correspondence,-0.056338028169014016
seed_0,Object_Localization,Multi-view_Reasoning,-0.08450704225352111
seed_0,Object_Localization,Object_Localization,-0.09615384615384603
seed_0,Object_Localization,Forensic_Detection,-0.02631578947368447
seed_0,Forensic_Detection,Visual_Similarity,0.6153846153846155
seed_0,Forensic_Detection,Art_Style,0.47457627118644086
seed_0,Forensic_Detection,Visual_Correspondence,0.2564102564102559
seed_0,Forensic_Detection,Relative_Depth,0.027777777777777967
seed_0,Forensic_Detection,Relative_Reflectance,0.1914893617021276
seed_0,Forensic_Detection,Spatial_Relation,0.07692307692307626
seed_0,Forensic_Detection,Jigsaw,0.0
seed_0,Forensic_Detection,Counting,0.025641025641025494
seed_0,Forensic_Detection,Functional_Correspondence,0.0
seed_0,Forensic_Detection,Semantic_Correspondence,-0.09859154929577467
seed_0,Forensic_Detection,Multi-view_Reasoning,-0.042253521126760486
seed_0,Forensic_Detection,Object_Localization,-0.15384615384615374
seed_0,Forensic_Detection,Forensic_Detection,0.605263157894737
seed_1,Visual_Similarity,Visual_Similarity,0.8846153846153847
seed_1,Visual_Similarity,Art_Style,0.3898305084745762
seed_1,Visual_Similarity,Visual_Correspondence,0.34999999999999987
seed_1,Visual_Similarity,Relative_Depth,0.35294117647058854
seed_1,Visual_Similarity,Relative_Reflectance,0.22340425531914893
seed_1,Visual_Similarity,Spatial_Relation,0.185185185185185
seed_1,Visual_Similarity,Jigsaw,0.13793103448275848
seed_1,Visual_Similarity,Counting,0.09756097560975636
seed_1,Visual_Similarity,Functional_Correspondence,0.0666666666666667
seed_1,Visual_Similarity,Semantic_Correspondence,-0.18309859154929584
seed_1,Visual_Similarity,Multi-view_Reasoning,-0.14084507042253513
seed_1,Visual_Similarity,Object_Localization,-0.07272727272727278
seed_1,Visual_Similarity,Forensic_Detection,-0.42105263157894757
seed_1,Art_Style,Visual_Similarity,0.5961538461538461
seed_1,Art_Style,Art_Style,0.5762711864406781
seed_1,Art_Style,Visual_Correspondence,0.30000000000000027
seed_1,Art_Style,Relative_Depth,0.08823529411764713
seed_1,Art_Style,Relative_Reflectance,0.2021276595744681
seed_1,Art_Style,Spatial_Relation,0.1481481481481483
seed_1,Art_Style,Jigsaw,0.2413793103448278
seed_1,Art_Style,Counting,0.09756097560975636
seed_1,Art_Style,Functional_Correspondence,0.022222222222222195
seed_1,Art_Style,Semantic_Correspondence,-0.07042253521126765
seed_1,Art_Style,Multi-view_Reasoning,-0.042253521126760486
seed_1,Art_Style,Object_Localization,-0.07272727272727278
seed_1,Art_Style,Forensic_Detection,0.10526315789473689
seed_1,Visual_Correspondence,Visual_Similarity,0.5769230769230768
seed_1,Visual_Correspondence,Art_Style,0.47457627118644086
seed_1,Visual_Correspondence,Visual_Correspondence,0.5249999999999998
seed_1,Visual_Correspondence,Relative_Depth,0.38235294117647056
seed_1,Visual_Correspondence,Relative_Reflectance,0.18085106382978727
seed_1,Visual_Correspondence,Spatial_Relation,0.2962962962962959
seed_1,Visual_Correspondence,Jigsaw,0.13793103448275848
seed_1,Visual_Correspondence,Counting,0.14634146341463455
seed_1,Visual_Correspondence,Functional_Correspondence,0.12222222222222226
seed_1,Visual_Correspondence,Semantic_Correspondence,0.014084507042253504
seed_1,Visual_Correspondence,Multi-view_Reasoning,-0.08450704225352111
seed_1,Visual_Correspondence,Object_Localization,-0.12727272727272734
seed_1,Visual_Correspondence,Forensic_Detection,-0.10526315789473739
seed_1,Relative_Depth,Visual_Similarity,0.5576923076923077
seed_1,Relative_Depth,Art_Style,0.45762711864406774
seed_1,Relative_Depth,Visual_Correspondence,0.44999999999999973
seed_1,Relative_Depth,Relative_Depth,0.6470588235294115
seed_1,Relative_Depth,Relative_Reflectance,0.3297872340425531
seed_1,Relative_Depth,Spatial_Relation,0.2222222222222217
seed_1,Relative_Depth,Jigsaw,0.01724137931034495
seed_1,Relative_Depth,Counting,0.09756097560975636
seed_1,Relative_Depth,Functional_Correspondence,0.03333333333333327
seed_1,Relative_Depth,Semantic_Correspondence,-0.014084507042253504
seed_1,Relative_Depth,Multi-view_Reasoning,-0.09859154929577464
seed_1,Relative_Depth,Object_Localization,-0.18181818181818177
seed_1,Relative_Depth,Forensic_Detection,-0.052631578947368446
seed_1,Relative_Reflectance,Visual_Similarity,0.673076923076923
seed_1,Relative_Reflectance,Art_Style,0.47457627118644086
seed_1,Relative_Reflectance,Visual_Correspondence,0.30000000000000027
seed_1,Relative_Reflectance,Relative_Depth,0.2058823529411763
seed_1,Relative_Reflectance,Relative_Reflectance,0.34042553191489366
seed_1,Relative_Reflectance,Spatial_Relation,0.185185185185185
seed_1,Relative_Reflectance,Jigsaw,0.17241379310344837
seed_1,Relative_Reflectance,Counting,0.14634146341463455
seed_1,Relative_Reflectance,Functional_Correspondence,0.03333333333333327
seed_1,Relative_Reflectance,Semantic_Correspondence,-0.056338028169014016
seed_1,Relative_Reflectance,Multi-view_Reasoning,-0.07042253521126757
seed_1,Relative_Reflectance,Object_Localization,-0.12727272727272734
seed_1,Relative_Reflectance,Forensic_Detection,-0.10526315789473739
seed_1,Spatial_Relation,Visual_Similarity,0.5961538461538461
seed_1,Spatial_Relation,Art_Style,0.5084745762711865
seed_1,Spatial_Relation,Visual_Correspondence,0.22500000000000017
seed_1,Spatial_Relation,Relative_Depth,0.14705882352941171
seed_1,Spatial_Relation,Relative_Reflectance,0.24468085106382984
seed_1,Spatial_Relation,Spatial_Relation,0.4444444444444442
seed_1,Spatial_Relation,Jigsaw,0.1206896551724139
seed_1,Spatial_Relation,Counting,0.1951219512195123
seed_1,Spatial_Relation,Functional_Correspondence,0.13333333333333333
seed_1,Spatial_Relation,Semantic_Correspondence,0.028169014084507008
seed_1,Spatial_Relation,Multi-view_Reasoning,-0.028169014084506946
seed_1,Spatial_Relation,Object_Localization,-0.03636363636363639
seed_1,Spatial_Relation,Forensic_Detection,-0.10526315789473739
seed_1,Jigsaw,Visual_Similarity,0.6346153846153846
seed_1,Jigsaw,Art_Style,0.45762711864406774
seed_1,Jigsaw,Visual_Correspondence,0.1249999999999997
seed_1,Jigsaw,Relative_Depth,0.2647058823529409
seed_1,Jigsaw,Relative_Reflectance,0.2127659574468085
seed_1,Jigsaw,Spatial_Relation,0.1481481481481483
seed_1,Jigsaw,Jigsaw,0.6034482758620692
seed_1,Jigsaw,Counting,0.14634146341463455
seed_1,Jigsaw,Functional_Correspondence,0.07777777777777777
seed_1,Jigsaw,Semantic_Correspondence,-0.11267605633802817
seed_1,Jigsaw,Multi-view_Reasoning,-0.11267605633802805
seed_1,Jigsaw,Object_Localization,-0.09090909090909097
seed_1,Jigsaw,Forensic_Detection,-0.2894736842105267
seed_1,Counting,Visual_Similarity,0.7115384615384615
seed_1,Counting,Art_Style,0.4406779661016949
seed_1,Counting,Visual_Correspondence,0.44999999999999973
seed_1,Counting,Relative_Depth,0.23529411764705885
seed_1,Counting,Relative_Reflectance,0.2021276595744681
seed_1,Counting,Spatial_Relation,0.2222222222222217
seed_1,Counting,Jigsaw,0.18965517241379332
seed_1,Counting,Counting,0.1951219512195123
seed_1,Counting,Functional_Correspondence,0.03333333333333327
seed_1,Counting,Semantic_Correspondence,-0.07042253521126765
seed_1,Counting,Multi-view_Reasoning,-0.07042253521126757
seed_1,Counting,Object_Localization,-0.018181818181818195
seed_1,Counting,Forensic_Detection,0.052631578947368446
seed_1,Functional_Correspondence,Visual_Similarity,0.5769230769230768
seed_1,Functional_Correspondence,Art_Style,0.4406779661016949
seed_1,Functional_Correspondence,Visual_Correspondence,0.22500000000000017
seed_1,Functional_Correspondence,Relative_Depth,0.2058823529411763
seed_1,Functional_Correspondence,Relative_Reflectance,0.22340425531914893
seed_1,Functional_Correspondence,Spatial_Relation,0.2222222222222217
seed_1,Functional_Correspondence,Jigsaw,0.0
seed_1,Functional_Correspondence,Counting,0.07317073170731707
seed_1,Functional_Correspondence,Functional_Correspondence,0.05555555555555552
seed_1,Functional_Correspondence,Semantic_Correspondence,-0.2816901408450705
seed_1,Functional_Correspondence,Multi-view_Reasoning,-0.042253521126760486
seed_1,Functional_Correspondence,Object_Localization,-0.05454545454545458
seed_1,Functional_Correspondence,Forensic_Detection,-0.15789473684210584
seed_1,Semantic_Correspondence,Visual_Similarity,0.6346153846153846
seed_1,Semantic_Correspondence,Art_Style,0.5593220338983053
seed_1,Semantic_Correspondence,Visual_Correspondence,0.5999999999999999
seed_1,Semantic_Correspondence,Relative_Depth,0.08823529411764713
